,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,convention_workclass,convention_education,convention_marital-status,convention_occupation,convention_relationship,convention_race,convention_sex,convention_native-country,convention_income
10690,44,private,190532,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,55,united-states,<=50k,2,3,0,3,0,0,1,0,0
10691,53,federal-gov,266598,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,3,1,1,3,1,0,0,0,1
10692,38,local-gov,116608,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,>50k,4,1,1,0,2,0,1,0,1
10693,36,private,353263,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,>50k,2,0,0,3,0,0,1,0,1
10694,25,state-gov,157617,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,0,1,0,1,0,0,0,0,0
10695,54,federal-gov,21698,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k,3,0,2,1,4,0,1,0,0
10696,31,private,77143,12th,8,separated,transport-moving,unmarried,black,male,0,0,40,united-states,<=50k,2,14,4,6,4,1,0,0,0
10697,18,state-gov,342852,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,0,1,0,0,3,0,0,0,0
10698,40,private,176602,hs-grad,9,divorced,other-service,not-in-family,black,male,0,0,40,united-states,<=50k,2,1,2,4,0,1,0,0,0
10699,26,private,146343,some-college,10,married-civ-spouse,sales,wife,black,female,0,0,40,united-states,<=50k,2,5,1,5,2,1,1,0,0
10701,33,private,221966,bachelors,13,never-married,prof-specialty,not-in-family,white,male,2202,0,50,united-states,<=50k,2,0,0,3,0,0,0,0,0
10702,22,private,215546,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,male,0,0,55,united-states,<=50k,2,6,0,1,0,0,0,0,0
10703,50,state-gov,173020,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,0,5,1,10,1,0,0,0,0
10705,44,private,252202,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,0,0,0,1,0,0
10706,37,private,497300,hs-grad,9,never-married,other-service,unmarried,black,male,0,0,40,united-states,<=50k,2,1,0,4,4,1,0,0,0
10707,34,self-emp-not-inc,426431,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1,0,1,10,1,0,0,0,0
10708,45,federal-gov,162410,some-college,10,widowed,tech-support,not-in-family,white,female,0,0,45,united-states,>50k,3,5,6,9,0,0,1,0,1
10710,25,private,190350,10th,6,married-civ-spouse,other-service,own-child,white,female,0,0,35,united-states,<=50k,2,12,1,4,3,0,1,0,0
10711,20,private,194504,some-college,10,separated,sales,unmarried,black,female,0,0,40,united-states,<=50k,2,5,4,5,4,1,1,0,0
10712,46,federal-gov,110884,hs-grad,9,never-married,adm-clerical,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50k,3,1,0,0,0,3,0,0,0
10713,26,private,187652,assoc-acdm,12,never-married,tech-support,own-child,white,male,0,0,40,united-states,<=50k,2,6,0,9,3,0,0,0,0
10714,45,private,81400,1st-4th,2,married-civ-spouse,other-service,wife,white,female,0,0,25,el-salvador,<=50k,2,15,1,4,2,0,1,22,0
10716,57,private,180920,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,2,1,1,6,1,0,0,0,1
10717,28,private,189186,assoc-voc,11,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,2,9,0,5,0,0,0,0,0
10719,36,private,607848,some-college,10,married-civ-spouse,sales,husband,white,male,7688,0,45,united-states,>50k,2,5,1,5,1,0,0,0,1
10720,32,private,207301,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,0,2,0,0,1,0,0
10721,29,private,293073,bachelors,13,never-married,sales,not-in-family,white,male,0,0,50,united-states,>50k,2,0,0,5,0,0,0,0,1
10722,36,private,210452,bachelors,13,divorced,prof-specialty,unmarried,white,male,0,0,45,united-states,<=50k,2,0,2,3,4,0,0,0,0
10723,19,private,41400,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,<=50k,2,1,0,2,3,0,0,0,0
10724,27,private,164170,bachelors,13,never-married,tech-support,unmarried,asian-pac-islander,female,0,0,20,philippines,<=50k,2,0,0,9,4,2,1,11,0
10725,48,private,112906,masters,14,married-civ-spouse,transport-moving,husband,white,male,0,0,55,united-states,>50k,2,3,1,6,1,0,0,0,1
10726,49,self-emp-not-inc,126268,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1,0,1,10,1,0,0,0,0
10727,55,private,208311,masters,14,married-civ-spouse,tech-support,husband,white,male,0,1977,20,united-states,>50k,2,3,1,9,1,0,0,0,1
10728,61,private,28291,hs-grad,9,divorced,farming-fishing,not-in-family,white,female,0,0,82,united-states,<=50k,2,1,2,7,0,0,1,0,0
10729,42,local-gov,121998,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,15024,0,40,united-states,>50k,4,5,1,1,1,0,0,0,1
10730,42,federal-gov,31621,assoc-acdm,12,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,3,6,2,0,0,0,1,0,0
10731,30,local-gov,108386,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,4,9,1,11,1,0,0,0,0
10732,32,self-emp-not-inc,134727,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1,1,1,8,1,0,0,0,0
10733,37,private,208391,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,2,5,1,6,1,0,0,0,1
10734,35,private,112271,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,2,5,1,10,1,0,0,0,0
10735,30,private,173350,assoc-voc,11,married-spouse-absent,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,9,3,0,0,0,1,0,0
10736,30,private,243190,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,20,india,>50k,2,10,1,3,1,2,0,3,1
10737,55,private,185436,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,>50k,2,5,1,1,1,0,0,0,1
10738,36,private,290409,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,2,5,1,6,1,0,0,0,0
10739,33,private,80058,hs-grad,9,never-married,other-service,own-child,white,male,0,0,48,united-states,<=50k,2,1,0,4,3,0,0,0,0
10740,56,local-gov,370045,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,4,0,1,3,1,0,0,0,1
10741,26,private,36936,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,<=50k,2,9,1,10,1,0,0,0,0
10742,37,private,231180,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,1,1,8,1,0,0,0,0
10743,28,private,119793,hs-grad,9,never-married,sales,own-child,white,male,0,0,60,united-states,<=50k,2,1,0,5,3,0,0,0,0
10744,38,private,102178,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,2,1,1,6,1,0,0,0,0
10747,48,private,232840,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,43,united-states,<=50k,2,5,6,0,4,0,1,0,0
10748,35,private,33975,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,6,1,10,1,0,0,0,0
10749,39,local-gov,256997,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,4,0,1,10,1,0,0,0,0
10750,64,private,298301,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,2,1,1,4,1,0,0,0,0
10751,22,private,310380,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,2,1,0,0,4,1,1,0,0
10752,45,local-gov,182100,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,4,0,1,5,1,0,0,0,1
10753,27,private,501172,5th-6th,3,married-civ-spouse,transport-moving,husband,white,male,0,0,40,mexico,<=50k,2,11,1,6,1,0,0,4,0
10754,43,state-gov,143939,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,50,united-states,>50k,0,1,2,0,4,0,1,0,1
10755,23,private,85088,some-college,10,never-married,other-service,own-child,white,female,0,0,37,united-states,<=50k,2,5,0,4,3,0,1,0,0
10756,25,private,282313,10th,6,never-married,handlers-cleaners,own-child,black,male,0,1602,40,united-states,<=50k,2,12,0,2,3,1,0,0,0
10757,39,private,230054,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,2,3,1,3,1,0,0,0,1
10758,63,private,236338,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,35,united-states,<=50k,2,1,1,5,2,0,1,0,0
10759,37,private,321943,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,2,10,1,3,1,0,0,0,1
10760,26,federal-gov,218782,hs-grad,9,married-civ-spouse,adm-clerical,husband,other,male,0,0,40,united-states,<=50k,3,1,1,0,1,4,0,0,0
10761,33,private,191385,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,canada,<=50k,2,0,0,3,0,0,0,8,0
10763,28,private,126129,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,0,0,0,1,0,0
10764,20,private,199268,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k,2,5,0,4,3,0,1,0,0
10765,34,private,255693,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,<=50k,2,1,1,0,2,0,1,0,0
10766,34,private,203488,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,2,5,1,6,1,0,0,0,0
10767,41,private,203233,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,1,1,1,1,0,0,0,1
10768,38,private,203836,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,2,5,1,5,1,0,0,0,1
10769,36,private,187847,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7688,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
10770,38,private,116358,some-college,10,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,40,philippines,<=50k,2,5,1,4,1,2,0,11,0
10771,46,self-emp-inc,198660,bachelors,13,married-civ-spouse,sales,husband,white,male,99999,0,72,united-states,>50k,5,0,1,5,1,0,0,0,1
10772,43,self-emp-not-inc,89636,bachelors,13,married-civ-spouse,sales,wife,asian-pac-islander,female,0,0,60,south,<=50k,1,0,1,5,2,2,1,27,0
10773,49,private,120629,some-college,10,widowed,sales,unmarried,white,female,0,0,30,united-states,<=50k,2,5,6,5,4,0,1,0,0
10774,26,local-gov,150226,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,35,united-states,<=50k,4,0,0,3,3,0,1,0,0
10775,28,private,137898,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,35,united-states,<=50k,2,1,2,0,0,0,1,0,0
10776,54,self-emp-inc,146574,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,5,1,1,10,1,0,0,0,1
10778,24,private,142022,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,50,united-states,<=50k,2,5,0,2,3,0,0,0,0
10779,23,private,284898,some-college,10,never-married,exec-managerial,own-child,white,male,0,0,30,united-states,<=50k,2,5,0,1,3,0,0,0,0
10780,55,local-gov,212448,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,4,1,2,0,0,0,1,0,0
10781,58,self-emp-not-inc,203039,9th,5,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1,4,4,10,0,0,0,0,0
10783,19,private,105289,10th,6,never-married,other-service,other-relative,black,female,0,0,20,united-states,<=50k,2,12,0,4,5,1,1,0,0
10785,45,private,242994,some-college,10,never-married,sales,not-in-family,white,male,0,0,52,united-states,<=50k,2,5,0,5,0,0,0,0,0
10786,30,private,196385,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,2,5,1,10,1,0,0,0,1
10787,76,private,116202,hs-grad,9,widowed,other-service,unmarried,white,female,0,0,33,united-states,<=50k,2,1,6,4,4,0,1,0,0
10788,47,private,140045,hs-grad,9,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,2,1,4,0,4,0,1,0,0
10789,34,private,133503,some-college,10,divorced,transport-moving,not-in-family,white,male,2174,0,40,united-states,<=50k,2,5,2,6,0,0,0,0,0
10790,40,private,226585,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,>50k,2,5,1,0,2,0,1,0,1
10791,24,private,85041,hs-grad,9,separated,other-service,unmarried,white,female,0,0,25,united-states,<=50k,2,1,4,4,4,0,1,0,0
10792,30,private,162442,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,7688,0,50,united-states,>50k,2,0,1,3,2,0,1,0,1
10793,67,private,279980,some-college,10,married-civ-spouse,transport-moving,husband,white,male,10605,0,10,united-states,>50k,2,5,1,6,1,0,0,0,1
10794,24,private,216563,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k,2,1,1,8,2,0,1,0,0
10795,43,local-gov,231964,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,4,5,2,0,4,0,1,0,0
10796,29,private,263855,12th,8,never-married,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,2,14,0,10,4,0,0,0,0
10797,40,private,124915,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,1,1,8,1,0,0,0,0
10798,61,federal-gov,178312,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k,3,5,1,3,1,0,0,0,0
10799,45,local-gov,215862,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,7688,0,45,united-states,>50k,4,8,1,1,1,0,0,0,1
10800,21,state-gov,39236,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,50,united-states,<=50k,0,5,0,9,0,0,1,0,0
10801,58,private,349910,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,7688,0,40,united-states,>50k,2,1,1,1,1,0,0,0,1
10802,52,private,75839,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k,2,5,1,9,1,0,0,0,0
10803,34,private,176711,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,0,3,0,0,0,0
10804,20,private,266525,some-college,10,never-married,prof-specialty,other-relative,black,female,594,0,20,united-states,<=50k,2,5,0,3,5,1,1,0,0
10806,46,private,331776,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,1,1,8,1,0,0,0,0
10807,54,private,111469,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,2,1,0,0,1,0,0
10808,43,state-gov,198965,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,0,3,1,3,1,0,0,0,1
10809,25,private,288185,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k,2,4,1,8,1,0,0,4,0
10810,21,private,198050,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,25,united-states,<=50k,2,6,0,0,0,0,1,0,0
10811,65,private,242580,some-college,10,divorced,prof-specialty,not-in-family,white,male,11678,0,50,united-states,>50k,2,5,2,3,0,0,0,0,1
10812,37,private,173128,hs-grad,9,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,2,4,0,0,0,0,0
10813,29,private,87905,hs-grad,9,divorced,other-service,not-in-family,white,male,10520,0,40,united-states,>50k,2,1,2,4,0,0,0,0,1
10814,44,private,173704,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
10815,37,federal-gov,93225,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,7688,0,40,united-states,>50k,3,5,1,0,1,0,0,0,1
10816,38,private,323269,some-college,10,married-civ-spouse,other-service,wife,black,female,0,0,40,united-states,<=50k,2,5,1,4,2,1,1,0,0
10817,35,private,158046,some-college,10,married-civ-spouse,sales,husband,white,male,5013,0,70,united-states,<=50k,2,5,1,5,1,0,0,0,0
10818,32,private,133503,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,2,1,1,0,1,0,0,0,0
10819,44,self-emp-not-inc,172296,some-college,10,separated,sales,unmarried,white,male,0,0,60,united-states,<=50k,1,5,4,5,4,0,0,0,0
10821,23,private,176486,some-college,10,never-married,other-service,other-relative,white,female,0,0,25,united-states,<=50k,2,5,0,4,5,0,1,0,0
10822,25,self-emp-inc,182750,bachelors,13,never-married,sales,not-in-family,white,male,0,0,45,united-states,>50k,5,0,0,5,0,0,0,0,1
10823,23,private,82497,some-college,10,never-married,sales,own-child,white,female,0,0,28,united-states,<=50k,2,5,0,5,3,0,1,0,0
10824,47,private,208872,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,5,1,10,1,0,0,0,0
10825,47,private,145269,11th,7,divorced,craft-repair,not-in-family,white,female,0,0,45,united-states,<=50k,2,2,2,10,0,0,1,0,0
10826,25,private,19214,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,2,0,0,0,0,0
10827,35,private,149347,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,2,5,1,10,1,0,0,0,0
10829,50,private,158294,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,3103,0,40,united-states,>50k,2,9,1,9,1,0,0,0,1
10830,47,private,152073,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k,2,1,2,8,4,0,1,0,0
10831,35,private,189623,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,2,8,1,1,1,0,0,0,1
10832,24,private,341368,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,0,0,0,0,0,0
10833,21,private,201603,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,2176,0,40,united-states,<=50k,2,1,0,8,3,0,0,0,0
10834,35,private,270572,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k,2,0,2,3,0,0,1,0,1
10835,30,private,285295,bachelors,13,married-civ-spouse,other-service,wife,asian-pac-islander,female,0,0,40,philippines,<=50k,2,0,1,4,2,2,1,11,0
10836,17,private,126779,11th,7,never-married,other-service,own-child,black,male,0,0,20,united-states,<=50k,2,2,0,4,3,1,0,0,0
10838,27,private,373499,5th-6th,3,never-married,other-service,not-in-family,white,male,0,0,60,el-salvador,<=50k,2,11,0,4,0,0,0,22,0
10839,22,private,244773,hs-grad,9,never-married,sales,own-child,black,female,0,0,15,united-states,<=50k,2,1,0,5,3,1,1,0,0
10840,22,state-gov,96862,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,0,5,0,0,3,0,1,0,0
10841,50,private,162632,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,united-states,<=50k,2,1,1,10,1,0,0,0,0
10842,51,self-emp-not-inc,159755,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,38,united-states,>50k,1,9,1,9,1,0,0,0,1
10843,27,private,37088,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,30,united-states,<=50k,2,0,1,9,1,0,0,0,0
10844,27,private,335421,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,20,united-states,<=50k,2,0,0,3,0,0,1,0,0
10846,20,state-gov,349365,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,0,1,0,4,0,0,1,0,0
10847,42,private,33002,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,united-states,<=50k,2,1,1,1,1,0,0,0,0
10848,32,private,330715,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,99999,0,40,united-states,>50k,2,1,1,10,1,0,0,0,1
10849,45,private,146857,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,38,united-states,>50k,2,0,1,1,1,0,0,0,1
10850,35,private,275522,7th-8th,4,widowed,other-service,unmarried,white,female,0,0,80,united-states,<=50k,2,7,6,4,4,0,1,0,0
10851,22,private,43646,hs-grad,9,married-civ-spouse,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,1,1,10,3,0,0,0,0
